5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_1.png,Ad,"Jet Training",Education,"K Shah",2.648,9.412
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_1.png,Ad,Piles,Medical,,2.648,9.412
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_1.png,ad,"Lose Weight",Medical,,2.648,9.412
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_1.png,ad,"Film School",Wanted,,2.648,9.412
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_1.png,ad,"Kailas Jivan",Medical,,2.648,9.412
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_1.png,news,,,,2.648,9.412
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_1.png,news,news,,,2.648,9.412
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_2.png,Ad,"Jet Training",Education,"K Shah",3.611,4.667
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_2.png,Ad,Piles,Medical,,3.611,4.667
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_2.png,ad,"Lose Weight",Medical,,3.611,4.667
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_2.png,ad,"Film School",Wanted,,3.611,4.667
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_2.png,ad,"Kailas Jivan",Medical,,3.611,4.667
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_2.png,news,,,,3.611,4.667
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_2.png,news,news,,,3.611,4.667
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_3.png,Ad,"Jet Training",Education,"K Shah",3.29,4.549
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_3.png,Ad,Piles,Medical,,3.29,4.549
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_3.png,ad,"Lose Weight",Medical,,3.29,4.549
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_3.png,ad,"Film School",Wanted,,3.29,4.549
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_3.png,ad,"Kailas Jivan",Medical,,3.29,4.549
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_3.png,news,,,,3.29,4.549
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_3.png,news,news,,,3.29,4.549
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_4.png,Ad,"Jet Training",Education,"K Shah",9.909,9.373
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_4.png,Ad,Piles,Medical,,9.909,9.373
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_4.png,ad,"Lose Weight",Medical,,9.909,9.373
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_4.png,ad,"Film School",Wanted,,9.909,9.373
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_4.png,ad,"Kailas Jivan",Medical,,9.909,9.373
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_4.png,news,,,,9.909,9.373
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_4.png,news,news,,,9.909,9.373
5acd785d0eb29,"Gujarat Samachar",0000-00-00,1,5acd785d0eb29_5.png,Ad,"Jet Training",Education,"K Shah",7.141,4.51
